var1(t-12),var2(t-12),var3(t-12),var1(t-11),var2(t-11),var3(t-11),var1(t-10),var2(t-10),var3(t-10),var1(t-9),var2(t-9),var3(t-9),var1(t-8),var2(t-8),var3(t-8),var1(t-7),var2(t-7),var3(t-7),var1(t-6),var2(t-6),var3(t-6),var1(t-5),var2(t-5),var3(t-5),var1(t-4),var2(t-4),var3(t-4),var1(t-3),var2(t-3),var3(t-3),var1(t-2),var2(t-2),var3(t-2),var1(t-1),var2(t-1),var3(t-1),var1(t),var2(t),var3(t),var1(t+1),var2(t+1),var3(t+1),var1(t+2),var2(t+2),var3(t+2),var1(t+3),var2(t+3),var3(t+3),var1(t+4),var2(t+4),var3(t+4),var1(t+5),var2(t+5),var3(t+5),var2(t+6),var3(t+6),var1(t+6)
5.833333,3.7720876,0.3032076,5.722222,3.7404191,0.27426928,5.388889,3.698082,0.24794525,5.222222,3.6465127,0.22402069,5.166667,3.5870626,0.20229518,5.111111,3.5209918,0.18258226,5.055555,3.4494643,0.16470891,5.055555,3.3735476,0.14851499,5.055555,3.2942138,0.13385262,4.888889,3.212341,0.12058545,4.666667,3.128718,0.10858805,4.5,3.0440474,0.09774519,4.388889,2.958951,0.08795119,4.277778,2.8739755,0.07910928,4.222222,2.7895966,0.07113094,4.444445,2.706225,0.063935295,4.444445,2.624212,0.057448562,4.111111,2.5438545,0.051603504,2.4653995,0.04633888,3.888889
5.722222,3.7404191,0.27426928,5.388889,3.698082,0.24794525,5.222222,3.6465127,0.22402069,5.166667,3.5870626,0.20229518,5.111111,3.5209918,0.18258226,5.055555,3.4494643,0.16470891,5.055555,3.3735476,0.14851499,5.055555,3.2942138,0.13385262,4.888889,3.212341,0.12058545,4.666667,3.128718,0.10858805,4.5,3.0440474,0.09774519,4.388889,2.958951,0.08795119,4.277778,2.8739755,0.07910928,4.222222,2.7895966,0.07113094,4.444445,2.706225,0.063935295,4.444445,2.624212,0.057448562,4.111111,2.5438545,0.051603504,3.888889,2.4653995,0.04633888,2.3890495,0.041598983,3.777778
5.388889,3.698082,0.24794525,5.222222,3.6465127,0.22402069,5.166667,3.5870626,0.20229518,5.111111,3.5209918,0.18258226,5.055555,3.4494643,0.16470891,5.055555,3.3735476,0.14851499,5.055555,3.2942138,0.13385262,4.888889,3.212341,0.12058545,4.666667,3.128718,0.10858805,4.5,3.0440474,0.09774519,4.388889,2.958951,0.08795119,4.277778,2.8739755,0.07910928,4.222222,2.7895966,0.07113094,4.444445,2.706225,0.063935295,4.444445,2.624212,0.057448562,4.111111,2.5438545,0.051603504,3.888889,2.4653995,0.04633888,3.777778,2.3890495,0.041598983,2.3149672,0.037333194,3.833333
5.222222,3.6465127,0.22402069,5.166667,3.5870626,0.20229518,5.111111,3.5209918,0.18258226,5.055555,3.4494643,0.16470891,5.055555,3.3735476,0.14851499,5.055555,3.2942138,0.13385262,4.888889,3.212341,0.12058545,4.666667,3.128718,0.10858805,4.5,3.0440474,0.09774519,4.388889,2.958951,0.08795119,4.277778,2.8739755,0.07910928,4.222222,2.7895966,0.07113094,4.444445,2.706225,0.063935295,4.444445,2.624212,0.057448562,4.111111,2.5438545,0.051603504,3.888889,2.4653995,0.04633888,3.777778,2.3890495,0.041598983,3.833333,2.3149672,0.037333194,2.2432785,0.033495538,4.166667
5.166667,3.5870626,0.20229518,5.111111,3.5209918,0.18258226,5.055555,3.4494643,0.16470891,5.055555,3.3735476,0.14851499,5.055555,3.2942138,0.13385262,4.888889,3.212341,0.12058545,4.666667,3.128718,0.10858805,4.5,3.0440474,0.09774519,4.388889,2.958951,0.08795119,4.277778,2.8739755,0.07910928,4.222222,2.7895966,0.07113094,4.444445,2.706225,0.063935295,4.444445,2.624212,0.057448562,4.111111,2.5438545,0.051603504,3.888889,2.4653995,0.04633888,3.777778,2.3890495,0.041598983,3.833333,2.3149672,0.037333194,4.166667,2.2432785,0.033495538,2.1740782,0.030044293,4.555555
5.111111,3.5209918,0.18258226,5.055555,3.4494643,0.16470891,5.055555,3.3735476,0.14851499,5.055555,3.2942138,0.13385262,4.888889,3.212341,0.12058545,4.666667,3.128718,0.10858805,4.5,3.0440474,0.09774519,4.388889,2.958951,0.08795119,4.277778,2.8739755,0.07910928,4.222222,2.7895966,0.07113094,4.444445,2.706225,0.063935295,4.444445,2.624212,0.057448562,4.111111,2.5438545,0.051603504,3.888889,2.4653995,0.04633888,3.777778,2.3890495,0.041598983,3.833333,2.3149672,0.037333194,4.166667,2.2432785,0.033495538,4.555555,2.1740782,0.030044293,2.1074326,0.02694164,4.888889
5.055555,3.4494643,0.16470891,5.055555,3.3735476,0.14851499,5.055555,3.2942138,0.13385262,4.888889,3.212341,0.12058545,4.666667,3.128718,0.10858805,4.5,3.0440474,0.09774519,4.388889,2.958951,0.08795119,4.277778,2.8739755,0.07910928,4.222222,2.7895966,0.07113094,4.444445,2.706225,0.063935295,4.444445,2.624212,0.057448562,4.111111,2.5438545,0.051603504,3.888889,2.4653995,0.04633888,3.777778,2.3890495,0.041598983,3.833333,2.3149672,0.037333194,4.166667,2.2432785,0.033495538,4.555555,2.1740782,0.030044293,4.888889,2.1074326,0.02694164,2.043383,0.024153309,5.166667
5.055555,3.3735476,0.14851499,5.055555,3.2942138,0.13385262,4.888889,3.212341,0.12058545,4.666667,3.128718,0.10858805,4.5,3.0440474,0.09774519,4.388889,2.958951,0.08795119,4.277778,2.8739755,0.07910928,4.222222,2.7895966,0.07113094,4.444445,2.706225,0.063935295,4.444445,2.624212,0.057448562,4.111111,2.5438545,0.051603504,3.888889,2.4653995,0.04633888,3.777778,2.3890495,0.041598983,3.833333,2.3149672,0.037333194,4.166667,2.2432785,0.033495538,4.555555,2.1740782,0.030044293,4.888889,2.1074326,0.02694164,5.166667,2.043383,0.024153309,1.9819486,0.021648271,5.277778
5.055555,3.2942138,0.13385262,4.888889,3.212341,0.12058545,4.666667,3.128718,0.10858805,4.5,3.0440474,0.09774519,4.388889,2.958951,0.08795119,4.277778,2.8739755,0.07910928,4.222222,2.7895966,0.07113094,4.444445,2.706225,0.063935295,4.444445,2.624212,0.057448562,4.111111,2.5438545,0.051603504,3.888889,2.4653995,0.04633888,3.777778,2.3890495,0.041598983,3.833333,2.3149672,0.037333194,4.166667,2.2432785,0.033495538,4.555555,2.1740782,0.030044293,4.888889,2.1074326,0.02694164,5.166667,2.043383,0.024153309,5.277778,1.9819486,0.021648271,1.9231306,0.019398447,5.277778
4.888889,3.212341,0.12058545,4.666667,3.128718,0.10858805,4.5,3.0440474,0.09774519,4.388889,2.958951,0.08795119,4.277778,2.8739755,0.07910928,4.222222,2.7895966,0.07113094,4.444445,2.706225,0.063935295,4.444445,2.624212,0.057448562,4.111111,2.5438545,0.051603504,3.888889,2.4653995,0.04633888,3.777778,2.3890495,0.041598983,3.833333,2.3149672,0.037333194,4.166667,2.2432785,0.033495538,4.555555,2.1740782,0.030044293,4.888889,2.1074326,0.02694164,5.166667,2.043383,0.024153309,5.277778,1.9819486,0.021648271,5.277778,1.9231306,0.019398447,1.8669133,0.513783,5.277778
4.666667,3.128718,0.10858805,4.5,3.0440474,0.09774519,4.388889,2.958951,0.08795119,4.277778,2.8739755,0.07910928,4.222222,2.7895966,0.07113094,4.444445,2.706225,0.063935295,4.444445,2.624212,0.057448562,4.111111,2.5438545,0.051603504,3.888889,2.4653995,0.04633888,3.777778,2.3890495,0.041598983,3.833333,2.3149672,0.037333194,4.166667,2.2432785,0.033495538,4.555555,2.1740782,0.030044293,4.888889,2.1074326,0.02694164,5.166667,2.043383,0.024153309,5.277778,1.9819486,0.021648271,5.277778,1.9231306,0.019398447,5.277778,1.8669133,0.513783,1.8132674,0.8917162,5.222222
4.5,3.0440474,0.09774519,4.388889,2.958951,0.08795119,4.277778,2.8739755,0.07910928,4.222222,2.7895966,0.07113094,4.444445,2.706225,0.063935295,4.444445,2.624212,0.057448562,4.111111,2.5438545,0.051603504,3.888889,2.4653995,0.04633888,3.777778,2.3890495,0.041598983,3.833333,2.3149672,0.037333194,4.166667,2.2432785,0.033495538,4.555555,2.1740782,0.030044293,4.888889,2.1074326,0.02694164,5.166667,2.043383,0.024153309,5.277778,1.9819486,0.021648271,5.277778,1.9231306,0.019398447,5.277778,1.8669133,0.513783,5.222222,1.8132674,0.8917162,1.7621514,1.1737391,5.111111
4.388889,2.958951,0.08795119,4.277778,2.8739755,0.07910928,4.222222,2.7895966,0.07113094,4.444445,2.706225,0.063935295,4.444445,2.624212,0.057448562,4.111111,2.5438545,0.051603504,3.888889,2.4653995,0.04633888,3.777778,2.3890495,0.041598983,3.833333,2.3149672,0.037333194,4.166667,2.2432785,0.033495538,4.555555,2.1740782,0.030044293,4.888889,2.1074326,0.02694164,5.166667,2.043383,0.024153309,5.277778,1.9819486,0.021648271,5.277778,1.9231306,0.019398447,5.277778,1.8669133,0.513783,5.222222,1.8132674,0.8917162,5.111111,1.7621514,1.1737391,1.7135143,1.3771728,5.0
4.277778,2.8739755,0.07910928,4.222222,2.7895966,0.07113094,4.444445,2.706225,0.063935295,4.444445,2.624212,0.057448562,4.111111,2.5438545,0.051603504,3.888889,2.4653995,0.04633888,3.777778,2.3890495,0.041598983,3.833333,2.3149672,0.037333194,4.166667,2.2432785,0.033495538,4.555555,2.1740782,0.030044293,4.888889,2.1074326,0.02694164,5.166667,2.043383,0.024153309,5.277778,1.9819486,0.021648271,5.277778,1.9231306,0.019398447,5.277778,1.8669133,0.513783,5.222222,1.8132674,0.8917162,5.111111,1.7621514,1.1737391,5.0,1.7135143,1.3771728,1.667297,1.5165926,5.055555
4.222222,2.7895966,0.07113094,4.444445,2.706225,0.063935295,4.444445,2.624212,0.057448562,4.111111,2.5438545,0.051603504,3.888889,2.4653995,0.04633888,3.777778,2.3890495,0.041598983,3.833333,2.3149672,0.037333194,4.166667,2.2432785,0.033495538,4.555555,2.1740782,0.030044293,4.888889,2.1074326,0.02694164,5.166667,2.043383,0.024153309,5.277778,1.9819486,0.021648271,5.277778,1.9231306,0.019398447,5.277778,1.8669133,0.513783,5.222222,1.8132674,0.8917162,5.111111,1.7621514,1.1737391,5.0,1.7135143,1.3771728,5.055555,1.667297,1.5165926,1.6234337,1.6042333,5.0
4.444445,2.706225,0.063935295,4.444445,2.624212,0.057448562,4.111111,2.5438545,0.051603504,3.888889,2.4653995,0.04633888,3.777778,2.3890495,0.041598983,3.833333,2.3149672,0.037333194,4.166667,2.2432785,0.033495538,4.555555,2.1740782,0.030044293,4.888889,2.1074326,0.02694164,5.166667,2.043383,0.024153309,5.277778,1.9819486,0.021648271,5.277778,1.9231306,0.019398447,5.277778,1.8669133,0.513783,5.222222,1.8132674,0.8917162,5.111111,1.7621514,1.1737391,5.0,1.7135143,1.3771728,5.055555,1.667297,1.5165926,5.0,1.6234337,1.6042333,1.5818532,1.6503383,4.944445
4.444445,2.624212,0.057448562,4.111111,2.5438545,0.051603504,3.888889,2.4653995,0.04633888,3.777778,2.3890495,0.041598983,3.833333,2.3149672,0.037333194,4.166667,2.2432785,0.033495538,4.555555,2.1740782,0.030044293,4.888889,2.1074326,0.02694164,5.166667,2.043383,0.024153309,5.277778,1.9819486,0.021648271,5.277778,1.9231306,0.019398447,5.277778,1.8669133,0.513783,5.222222,1.8132674,0.8917162,5.111111,1.7621514,1.1737391,5.0,1.7135143,1.3771728,5.055555,1.667297,1.5165926,5.0,1.6234337,1.6042333,4.944445,1.5818532,1.6503383,0.9924804,1.6634588,4.944445
4.111111,2.5438545,0.051603504,3.888889,2.4653995,0.04633888,3.777778,2.3890495,0.041598983,3.833333,2.3149672,0.037333194,4.166667,2.2432785,0.033495538,4.555555,2.1740782,0.030044293,4.888889,2.1074326,0.02694164,5.166667,2.043383,0.024153309,5.277778,1.9819486,0.021648271,5.277778,1.9231306,0.019398447,5.277778,1.8669133,0.513783,5.222222,1.8132674,0.8917162,5.111111,1.7621514,1.1737391,5.0,1.7135143,1.3771728,5.055555,1.667297,1.5165926,5.0,1.6234337,1.6042333,4.944445,1.5818532,1.6503383,4.944445,0.9924804,1.6634588,0.9552373,1.6507096,5.222222
3.888889,2.4653995,0.04633888,3.777778,2.3890495,0.041598983,3.833333,2.3149672,0.037333194,4.166667,2.2432785,0.033495538,4.555555,2.1740782,0.030044293,4.888889,2.1074326,0.02694164,5.166667,2.043383,0.024153309,5.277778,1.9819486,0.021648271,5.277778,1.9231306,0.019398447,5.277778,1.8669133,0.513783,5.222222,1.8132674,0.8917162,5.111111,1.7621514,1.1737391,5.0,1.7135143,1.3771728,5.055555,1.667297,1.5165926,5.0,1.6234337,1.6042333,4.944445,1.5818532,1.6503383,4.944445,0.9924804,1.6634588,5.222222,0.9552373,1.6507096,0.9200438,1.6179893,5.611111
3.777778,2.3890495,0.041598983,3.833333,2.3149672,0.037333194,4.166667,2.2432785,0.033495538,4.555555,2.1740782,0.030044293,4.888889,2.1074326,0.02694164,5.166667,2.043383,0.024153309,5.277778,1.9819486,0.021648271,5.277778,1.9231306,0.019398447,5.277778,1.8669133,0.513783,5.222222,1.8132674,0.8917162,5.111111,1.7621514,1.1737391,5.0,1.7135143,1.3771728,5.055555,1.667297,1.5165926,5.0,1.6234337,1.6042333,4.944445,1.5818532,1.6503383,4.944445,0.9924804,1.6634588,5.222222,0.9552373,1.6507096,5.611111,0.9200438,1.6179893,0.9023144,1.5701672,5.888889
3.833333,2.3149672,0.037333194,4.166667,2.2432785,0.033495538,4.555555,2.1740782,0.030044293,4.888889,2.1074326,0.02694164,5.166667,2.043383,0.024153309,5.277778,1.9819486,0.021648271,5.277778,1.9231306,0.019398447,5.277778,1.8669133,0.513783,5.222222,1.8132674,0.8917162,5.111111,1.7621514,1.1737391,5.0,1.7135143,1.3771728,5.055555,1.667297,1.5165926,5.0,1.6234337,1.6042333,4.944445,1.5818532,1.6503383,4.944445,0.9924804,1.6634588,5.222222,0.9552373,1.6507096,5.611111,0.9200438,1.6179893,5.888889,0.9023144,1.5701672,0.94961715,1.5112439,6.111111
4.166667,2.2432785,0.033495538,4.555555,2.1740782,0.030044293,4.888889,2.1074326,0.02694164,5.166667,2.043383,0.024153309,5.277778,1.9819486,0.021648271,5.277778,1.9231306,0.019398447,5.277778,1.8669133,0.513783,5.222222,1.8132674,0.8917162,5.111111,1.7621514,1.1737391,5.0,1.7135143,1.3771728,5.055555,1.667297,1.5165926,5.0,1.6234337,1.6042333,4.944445,1.5818532,1.6503383,4.944445,0.9924804,1.6634588,5.222222,0.9552373,1.6507096,5.611111,0.9200438,1.6179893,5.888889,0.9023144,1.5701672,6.111111,0.94961715,1.5112439,1.0270897,1.4444888,6.555555
4.555555,2.1740782,0.030044293,4.888889,2.1074326,0.02694164,5.166667,2.043383,0.024153309,5.277778,1.9819486,0.021648271,5.277778,1.9231306,0.019398447,5.277778,1.8669133,0.513783,5.222222,1.8132674,0.8917162,5.111111,1.7621514,1.1737391,5.0,1.7135143,1.3771728,5.055555,1.667297,1.5165926,5.0,1.6234337,1.6042333,4.944445,1.5818532,1.6503383,4.944445,0.9924804,1.6634588,5.222222,0.9552373,1.6507096,5.611111,0.9200438,1.6179893,5.888889,0.9023144,1.5701672,6.111111,0.94961715,1.5112439,6.555555,1.0270897,1.4444888,1.1237229,1.3725559,7.222222
4.888889,2.1074326,0.02694164,5.166667,2.043383,0.024153309,5.277778,1.9819486,0.021648271,5.277778,1.9231306,0.019398447,5.277778,1.8669133,0.513783,5.222222,1.8132674,0.8917162,5.111111,1.7621514,1.1737391,5.0,1.7135143,1.3771728,5.055555,1.667297,1.5165926,5.0,1.6234337,1.6042333,4.944445,1.5818532,1.6503383,4.944445,0.9924804,1.6634588,5.222222,0.9552373,1.6507096,5.611111,0.9200438,1.6179893,5.888889,0.9023144,1.5701672,6.111111,0.94961715,1.5112439,6.555555,1.0270897,1.4444888,7.222222,1.1237229,1.3725559,1.230887,1.2975835,7.722222
5.166667,2.043383,0.024153309,5.277778,1.9819486,0.021648271,5.277778,1.9231306,0.019398447,5.277778,1.8669133,0.513783,5.222222,1.8132674,0.8917162,5.111111,1.7621514,1.1737391,5.0,1.7135143,1.3771728,5.055555,1.667297,1.5165926,5.0,1.6234337,1.6042333,4.944445,1.5818532,1.6503383,4.944445,0.9924804,1.6634588,5.222222,0.9552373,1.6507096,5.611111,0.9200438,1.6179893,5.888889,0.9023144,1.5701672,6.111111,0.94961715,1.5112439,6.555555,1.0270897,1.4444888,7.222222,1.1237229,1.3725559,7.722222,1.230887,1.2975835,1.3419123,1.2212793,8.333333
5.277778,1.9819486,0.021648271,5.277778,1.9231306,0.019398447,5.277778,1.8669133,0.513783,5.222222,1.8132674,0.8917162,5.111111,1.7621514,1.1737391,5.0,1.7135143,1.3771728,5.055555,1.667297,1.5165926,5.0,1.6234337,1.6042333,4.944445,1.5818532,1.6503383,4.944445,0.9924804,1.6634588,5.222222,0.9552373,1.6507096,5.611111,0.9200438,1.6179893,5.888889,0.9023144,1.5701672,6.111111,0.94961715,1.5112439,6.555555,1.0270897,1.4444888,7.222222,1.1237229,1.3725559,7.722222,1.230887,1.2975835,8.333333,1.3419123,1.2212793,1.451736,1.1449913,8.777778
5.277778,1.9231306,0.019398447,5.277778,1.8669133,0.513783,5.222222,1.8132674,0.8917162,5.111111,1.7621514,1.1737391,5.0,1.7135143,1.3771728,5.055555,1.667297,1.5165926,5.0,1.6234337,1.6042333,4.944445,1.5818532,1.6503383,4.944445,0.9924804,1.6634588,5.222222,0.9552373,1.6507096,5.611111,0.9200438,1.6179893,5.888889,0.9023144,1.5701672,6.111111,0.94961715,1.5112439,6.555555,1.0270897,1.4444888,7.222222,1.1237229,1.3725559,7.722222,1.230887,1.2975835,8.333333,1.3419123,1.2212793,8.777778,1.451736,1.1449913,1.5566053,1.0697694,9.055555
5.277778,1.8669133,0.513783,5.222222,1.8132674,0.8917162,5.111111,1.7621514,1.1737391,5.0,1.7135143,1.3771728,5.055555,1.667297,1.5165926,5.0,1.6234337,1.6042333,4.944445,1.5818532,1.6503383,4.944445,0.9924804,1.6634588,5.222222,0.9552373,1.6507096,5.611111,0.9200438,1.6179893,5.888889,0.9023144,1.5701672,6.111111,0.94961715,1.5112439,6.555555,1.0270897,1.4444888,7.222222,1.1237229,1.3725559,7.722222,1.230887,1.2975835,8.333333,1.3419123,1.2212793,8.777778,1.451736,1.1449913,9.055555,1.5566053,1.0697694,1.6538297,0.9964161,9.611111
5.222222,1.8132674,0.8917162,5.111111,1.7621514,1.1737391,5.0,1.7135143,1.3771728,5.055555,1.667297,1.5165926,5.0,1.6234337,1.6042333,4.944445,1.5818532,1.6503383,4.944445,0.9924804,1.6634588,5.222222,0.9552373,1.6507096,5.611111,0.9200438,1.6179893,5.888889,0.9023144,1.5701672,6.111111,0.94961715,1.5112439,6.555555,1.0270897,1.4444888,7.222222,1.1237229,1.3725559,7.722222,1.230887,1.2975835,8.333333,1.3419123,1.2212793,8.777778,1.451736,1.1449913,9.055555,1.5566053,1.0697694,9.611111,1.6538297,0.9964161,1.7415724,0.9255311,9.777778
5.111111,1.7621514,1.1737391,5.0,1.7135143,1.3771728,5.055555,1.667297,1.5165926,5.0,1.6234337,1.6042333,4.944445,1.5818532,1.6503383,4.944445,0.9924804,1.6634588,5.222222,0.9552373,1.6507096,5.611111,0.9200438,1.6179893,5.888889,0.9023144,1.5701672,6.111111,0.94961715,1.5112439,6.555555,1.0270897,1.4444888,7.222222,1.1237229,1.3725559,7.722222,1.230887,1.2975835,8.333333,1.3419123,1.2212793,8.777778,1.451736,1.1449913,9.055555,1.5566053,1.0697694,9.611111,1.6538297,0.9964161,9.777778,1.7415724,0.9255311,1.8186784,0.857547,9.777778
5.0,1.7135143,1.3771728,5.055555,1.667297,1.5165926,5.0,1.6234337,1.6042333,4.944445,1.5818532,1.6503383,4.944445,0.9924804,1.6634588,5.222222,0.9552373,1.6507096,5.611111,0.9200438,1.6179893,5.888889,0.9023144,1.5701672,6.111111,0.94961715,1.5112439,6.555555,1.0270897,1.4444888,7.222222,1.1237229,1.3725559,7.722222,1.230887,1.2975835,8.333333,1.3419123,1.2212793,8.777778,1.451736,1.1449913,9.055555,1.5566053,1.0697694,9.611111,1.6538297,0.9964161,9.777778,1.7415724,0.9255311,9.777778,1.8186784,0.857547,1.88453,0.7927607,9.611111
5.055555,1.667297,1.5165926,5.0,1.6234337,1.6042333,4.944445,1.5818532,1.6503383,4.944445,0.9924804,1.6634588,5.222222,0.9552373,1.6507096,5.611111,0.9200438,1.6179893,5.888889,0.9023144,1.5701672,6.111111,0.94961715,1.5112439,6.555555,1.0270897,1.4444888,7.222222,1.1237229,1.3725559,7.722222,1.230887,1.2975835,8.333333,1.3419123,1.2212793,8.777778,1.451736,1.1449913,9.055555,1.5566053,1.0697694,9.611111,1.6538297,0.9964161,9.777778,1.7415724,0.9255311,9.777778,1.8186784,0.857547,9.611111,1.88453,0.7927607,1.9389285,0.73135954,9.333333
5.0,1.6234337,1.6042333,4.944445,1.5818532,1.6503383,4.944445,0.9924804,1.6634588,5.222222,0.9552373,1.6507096,5.611111,0.9200438,1.6179893,5.888889,0.9023144,1.5701672,6.111111,0.94961715,1.5112439,6.555555,1.0270897,1.4444888,7.222222,1.1237229,1.3725559,7.722222,1.230887,1.2975835,8.333333,1.3419123,1.2212793,8.777778,1.451736,1.1449913,9.055555,1.5566053,1.0697694,9.611111,1.6538297,0.9964161,9.777778,1.7415724,0.9255311,9.777778,1.8186784,0.857547,9.611111,1.88453,0.7927607,9.333333,1.9389285,0.73135954,1.9819964,0.6734424,8.944445
4.944445,1.5818532,1.6503383,4.944445,0.9924804,1.6634588,5.222222,0.9552373,1.6507096,5.611111,0.9200438,1.6179893,5.888889,0.9023144,1.5701672,6.111111,0.94961715,1.5112439,6.555555,1.0270897,1.4444888,7.222222,1.1237229,1.3725559,7.722222,1.230887,1.2975835,8.333333,1.3419123,1.2212793,8.777778,1.451736,1.1449913,9.055555,1.5566053,1.0697694,9.611111,1.6538297,0.9964161,9.777778,1.7415724,0.9255311,9.777778,1.8186784,0.857547,9.611111,1.88453,0.7927607,9.333333,1.9389285,0.73135954,8.944445,1.9819964,0.6734424,2.014097,0.6190383,8.5
4.944445,0.9924804,1.6634588,5.222222,0.9552373,1.6507096,5.611111,0.9200438,1.6179893,5.888889,0.9023144,1.5701672,6.111111,0.94961715,1.5112439,6.555555,1.0270897,1.4444888,7.222222,1.1237229,1.3725559,7.722222,1.230887,1.2975835,8.333333,1.3419123,1.2212793,8.777778,1.451736,1.1449913,9.055555,1.5566053,1.0697694,9.611111,1.6538297,0.9964161,9.777778,1.7415724,0.9255311,9.777778,1.8186784,0.857547,9.611111,1.88453,0.7927607,9.333333,1.9389285,0.73135954,8.944445,1.9819964,0.6734424,8.5,2.014097,0.6190383,2.0357695,0.56812125,8.0
5.222222,0.9552373,1.6507096,5.611111,0.9200438,1.6179893,5.888889,0.9023144,1.5701672,6.111111,0.94961715,1.5112439,6.555555,1.0270897,1.4444888,7.222222,1.1237229,1.3725559,7.722222,1.230887,1.2975835,8.333333,1.3419123,1.2212793,8.777778,1.451736,1.1449913,9.055555,1.5566053,1.0697694,9.611111,1.6538297,0.9964161,9.777778,1.7415724,0.9255311,9.777778,1.8186784,0.857547,9.611111,1.88453,0.7927607,9.333333,1.9389285,0.73135954,8.944445,1.9819964,0.6734424,8.5,2.014097,0.6190383,8.0,2.0357695,0.56812125,2.0476751,0.52062297,7.555555
5.611111,0.9200438,1.6179893,5.888889,0.9023144,1.5701672,6.111111,0.94961715,1.5112439,6.555555,1.0270897,1.4444888,7.222222,1.1237229,1.3725559,7.722222,1.230887,1.2975835,8.333333,1.3419123,1.2212793,8.777778,1.451736,1.1449913,9.055555,1.5566053,1.0697694,9.611111,1.6538297,0.9964161,9.777778,1.7415724,0.9255311,9.777778,1.8186784,0.857547,9.611111,1.88453,0.7927607,9.333333,1.9389285,0.73135954,8.944445,1.9819964,0.6734424,8.5,2.014097,0.6190383,8.0,2.0357695,0.56812125,7.555555,2.0476751,0.52062297,2.050556,0.47644308,6.833333
5.888889,0.9023144,1.5701672,6.111111,0.94961715,1.5112439,6.555555,1.0270897,1.4444888,7.222222,1.1237229,1.3725559,7.722222,1.230887,1.2975835,8.333333,1.3419123,1.2212793,8.777778,1.451736,1.1449913,9.055555,1.5566053,1.0697694,9.611111,1.6538297,0.9964161,9.777778,1.7415724,0.9255311,9.777778,1.8186784,0.857547,9.611111,1.88453,0.7927607,9.333333,1.9389285,0.73135954,8.944445,1.9819964,0.6734424,8.5,2.014097,0.6190383,8.0,2.0357695,0.56812125,7.555555,2.0476751,0.52062297,6.833333,2.050556,0.47644308,2.0452,0.4354575,6.611111
6.111111,0.94961715,1.5112439,6.555555,1.0270897,1.4444888,7.222222,1.1237229,1.3725559,7.722222,1.230887,1.2975835,8.333333,1.3419123,1.2212793,8.777778,1.451736,1.1449913,9.055555,1.5566053,1.0697694,9.611111,1.6538297,0.9964161,9.777778,1.7415724,0.9255311,9.777778,1.8186784,0.857547,9.611111,1.88453,0.7927607,9.333333,1.9389285,0.73135954,8.944445,1.9819964,0.6734424,8.5,2.014097,0.6190383,8.0,2.0357695,0.56812125,7.555555,2.0476751,0.52062297,6.833333,2.050556,0.47644308,6.611111,2.0452,0.4354575,2.0324152,0.39752555,6.222222
6.555555,1.0270897,1.4444888,7.222222,1.1237229,1.3725559,7.722222,1.230887,1.2975835,8.333333,1.3419123,1.2212793,8.777778,1.451736,1.1449913,9.055555,1.5566053,1.0697694,9.611111,1.6538297,0.9964161,9.777778,1.7415724,0.9255311,9.777778,1.8186784,0.857547,9.611111,1.88453,0.7927607,9.333333,1.9389285,0.73135954,8.944445,1.9819964,0.6734424,8.5,2.014097,0.6190383,8.0,2.0357695,0.56812125,7.555555,2.0476751,0.52062297,6.833333,2.050556,0.47644308,6.611111,2.0452,0.4354575,6.222222,2.0324152,0.39752555,2.013008,0.36249548,6.111111
7.222222,1.1237229,1.3725559,7.722222,1.230887,1.2975835,8.333333,1.3419123,1.2212793,8.777778,1.451736,1.1449913,9.055555,1.5566053,1.0697694,9.611111,1.6538297,0.9964161,9.777778,1.7415724,0.9255311,9.777778,1.8186784,0.857547,9.611111,1.88453,0.7927607,9.333333,1.9389285,0.73135954,8.944445,1.9819964,0.6734424,8.5,2.014097,0.6190383,8.0,2.0357695,0.56812125,7.555555,2.0476751,0.52062297,6.833333,2.050556,0.47644308,6.611111,2.0452,0.4354575,6.222222,2.0324152,0.39752555,6.111111,2.013008,0.36249548,1.9877684,0.33020905,6.277778
7.722222,1.230887,1.2975835,8.333333,1.3419123,1.2212793,8.777778,1.451736,1.1449913,9.055555,1.5566053,1.0697694,9.611111,1.6538297,0.9964161,9.777778,1.7415724,0.9255311,9.777778,1.8186784,0.857547,9.611111,1.88453,0.7927607,9.333333,1.9389285,0.73135954,8.944445,1.9819964,0.6734424,8.5,2.014097,0.6190383,8.0,2.0357695,0.56812125,7.555555,2.0476751,0.52062297,6.833333,2.050556,0.47644308,6.611111,2.0452,0.4354575,6.222222,2.0324152,0.39752555,6.111111,2.013008,0.36249548,6.277778,1.9877684,0.33020905,1.9574575,0.3005052,6.388889
8.333333,1.3419123,1.2212793,8.777778,1.451736,1.1449913,9.055555,1.5566053,1.0697694,9.611111,1.6538297,0.9964161,9.777778,1.7415724,0.9255311,9.777778,1.8186784,0.857547,9.611111,1.88453,0.7927607,9.333333,1.9389285,0.73135954,8.944445,1.9819964,0.6734424,8.5,2.014097,0.6190383,8.0,2.0357695,0.56812125,7.555555,2.0476751,0.52062297,6.833333,2.050556,0.47644308,6.611111,2.0452,0.4354575,6.222222,2.0324152,0.39752555,6.111111,2.013008,0.36249548,6.277778,1.9877684,0.33020905,6.388889,1.9574575,0.3005052,1.9227992,0.2732227,6.388889
